Row_id,Raion,Denumire raion,Sub Raion,Nr articol,Denumire articol, Cantitate vanduta ,Pret de vanzare
1,1,MATERIALE DE CONSTRUCTII,25,11565323,KNAUF TIJ? 1000MM CU INEL/CIOC 100 BUC, 0     ,119
2,1,MATERIALE DE CONSTRUCTII,5,11300065,BCA 600X250X200MM NF 1MC SV, 0     ,362
3,1,MATERIALE DE CONSTRUCTII,25,11565421,KNAUF PIESA INCRU. SIMPLA CD 100 BUC, 0     ,36.8
4,1,MATERIALE DE CONSTRUCTII,5,11558085,VERBLOK BCA 100X300X600MM MC DJ, 0     ,369
5,1,MATERIALE DE CONSTRUCTII,25,11565435,"KNAUF BRID? REGLABIL? CD 3,5-5CM 100 BUC", 0     ,58.1
6,1,MATERIALE DE CONSTRUCTII,15,10267551,RACORD SCURG JGHEAB MARO DIAM 80/100, 1     ,20.6
7,1,MATERIALE DE CONSTRUCTII,15,10267656,PIES? COL? INT-EXT RO?IE CU LIPIRE, 1     ,19.1
8,1,MATERIALE DE CONSTRUCTII,15,10267810,BURLAN PVC MARO DIAM 100X3M, 1     ,37.3
9,1,MATERIALE DE CONSTRUCTII,20,10283140,CAPAC FONT? B125 PAS LIBER ?550MM, 1     ,285
10,1,MATERIALE DE CONSTRUCTII,20,10283161,CAPAC FONT? D400 PAS LIBER DIAM 600, 1     ,619
11,1,MATERIALE DE CONSTRUCTII,20,10283273,C?MIN PLUVIAL VERTICAL D75/125MM ?110MM, 1     ,44.4
12,1,MATERIALE DE CONSTRUCTII,20,10283350,CAPAC C?MIN PLUV 300X300, 1     ,22.92
13,1,MATERIALE DE CONSTRUCTII,35,10296482,SIKA SEAL TAPE S BAND? SIGILARE 50M, 1     ,277
14,1,MATERIALE DE CONSTRUCTII,5,10351992,ELEMENT DE ÎMBINARE PLAT 180X40, 1     ,2.44
15,1,MATERIALE DE CONSTRUCTII,40,10371795,SCAR? ALUMINIU ECO 3X7, 1     ,264
16,1,MATERIALE DE CONSTRUCTII,40,10371830,"MINI SCHEL? 3 IN 1 ,3M ÎNAL?IME DE LUCRU", 1     ,354.11
17,1,MATERIALE DE CONSTRUCTII,15,10416315,"POLICARBONAT CLAR 6MM 1UV 1,05M X 2M", 1     ,54
18,1,MATERIALE DE CONSTRUCTII,5,10421453,?EAV? P?TRAT? O?EL 20X20X1.5MM 6M, 1     ,19.5
19,1,MATERIALE DE CONSTRUCTII,10,10447024,MORTAR REFRACTAR M29A 25KG, 1     ,25.7
20,1,MATERIALE DE CONSTRUCTII,30,10478090,PROFIL PVC MUCHIE DREAPTA 2500MM, 1     ,1.43
21,1,MATERIALE DE CONSTRUCTII,5,10584546,VINCLU ÎMBINARE 60X18X2MM 8BUC, 1     ,5.95
22,1,MATERIALE DE CONSTRUCTII,5,10585246,CONECTOR GRIND? 50X165X2MM, 1     ,9.99
23,1,MATERIALE DE CONSTRUCTII,5,10585442,"BAND? LEGATUR? 12X0,8MM 3M", 1     ,8.95
24,1,MATERIALE DE CONSTRUCTII,5,10585582,BAND? LEGATUR? 12X0.8MM 10M, 1     ,24.9
25,1,MATERIALE DE CONSTRUCTII,5,10585596,BAND? LEGATUR? 17X0.8MM 3M, 1     ,12.9
26,1,MATERIALE DE CONSTRUCTII,5,10585610,"BAND? LEGATUR? 20X1,0 10M", 1     ,41.4
27,1,MATERIALE DE CONSTRUCTII,30,10625615,VAT? STICL? ODE STARFLEX AL D-12/5 18MP, 1     ,98.8
28,1,MATERIALE DE CONSTRUCTII,15,10663072,JGHEAB 3M 150/97 MARO, 1     ,59
29,1,MATERIALE DE CONSTRUCTII,15,10663653,SPRAY RETU? RO?U, 1     ,38.18
30,1,MATERIALE DE CONSTRUCTII,15,10664605,ROL? ADEZIV? REPARARE FOLII 50MMX25M, 1     ,25.9
31,1,MATERIALE DE CONSTRUCTII,15,10664815,CAPAC JGHEAB MARO 125/87MM, 1     ,5.59
32,1,MATERIALE DE CONSTRUCTII,15,10664955,COL?AR JGHEAB EXTERIOR RO?U 125/87MM, 1     ,38.3
33,1,MATERIALE DE CONSTRUCTII,15,10665123,CAPAC JGHEAB 125/87 ALUZINC, 1     ,7
34,1,MATERIALE DE CONSTRUCTII,30,10666614,POLISTIREN EXTRUDAT NETED TOP 30 SF 30MM, 1     ,139
35,1,MATERIALE DE CONSTRUCTII,20,10704456,MAN?ON PENTRU TUB DRENAJ DN100/110, 1     ,10.95
36,1,MATERIALE DE CONSTRUCTII,15,10737132,CAPAC JGHEAB ZINC 125MM, 1     ,5.09
37,1,MATERIALE DE CONSTRUCTII,40,10805655,SAC RAFIE 60 X 100 CM IMPRIMAT, 1     ,0.9
38,1,MATERIALE DE CONSTRUCTII,15,10850595,"POLICARBONAT BRONZE 6MM 1,05 X 3M", 1     ,84.9
39,1,MATERIALE DE CONSTRUCTII,25,10865631,C?R?MID? STICL? BROWN, 1     ,13.74
40,1,MATERIALE DE CONSTRUCTII,35,10866646,"HIDROIZOLANT DENBIT REFLEX ALUCOAT 4,5KG", 1     ,148.75
41,1,MATERIALE DE CONSTRUCTII,35,10866772,MAPEBAND BAND? ÎMBINARE PE120 50M, 1     ,227
42,1,MATERIALE DE CONSTRUCTII,30,10869110,POLISTIREN EPS 70 IMPACT 2CM, 1     ,36.6
43,1,MATERIALE DE CONSTRUCTII,30,10869131,POLISTIREN EPS 70 IMPACT 5CM, 1     ,36.18
44,1,MATERIALE DE CONSTRUCTII,30,10906014,DIBLU CU PERCU?IE 6X60MM 100BUC, 1     ,10.5
45,1,MATERIALE DE CONSTRUCTII,20,10952221,SPARK PIES? CAP?T PENTRU RIGOL? 90X90MM, 1     ,4.39
46,1,MATERIALE DE CONSTRUCTII,98,11034583,*SCARA ZUGRAV CU 7 TREPTE_, 1     ,111.91
47,1,MATERIALE DE CONSTRUCTII,98,11034884,*Profil H 04 - H 06 clar_, 1     ,32.72
48,1,MATERIALE DE CONSTRUCTII,98,11035402,*Profil policarbonat_H8 clar 3m, 1     ,21.67
49,1,MATERIALE DE CONSTRUCTII,98,11040533,*Policarbonat 04 opal 1.05x2m_, 1     ,13.51
50,1,MATERIALE DE CONSTRUCTII,98,11050165,*DOP PP 32_, 1     ,0.48
51,1,MATERIALE DE CONSTRUCTII,98,11050186,*DOP PP 40_, 1     ,0.49
52,1,MATERIALE DE CONSTRUCTII,98,11055912,*Hidroizolant lichid 5kg_DenBit Hydrosea, 1     ,31.05
53,1,MATERIALE DE CONSTRUCTII,98,11059104,*COT CANALIZARE_ PVC 87GRD DN110, 1     ,4.51
54,1,MATERIALE DE CONSTRUCTII,15,11310761,TIGLA  VELIKA KIKINDA  M-333 DJ, 1     ,2.03
55,1,MATERIALE DE CONSTRUCTII,15,11311482,PARAZAPADA SC-997 SB, 1     ,10.8
56,1,MATERIALE DE CONSTRUCTII,10,11318951,NISIP 0-4 MM 25 KG BC, 1     ,6.97
57,1,MATERIALE DE CONSTRUCTII,5,11383946,PALET BCA VERBLOK 15X30X60CM 1.728 BPL, 1     ,499
58,1,MATERIALE DE CONSTRUCTII,5,11385311,BUIANDRUG 1750X120X65MM, 1     ,36.9
59,1,MATERIALE DE CONSTRUCTII,40,11421774,SCAR? ALUMINIU CU PLATFORM? 4X3, 1     ,259
60,1,MATERIALE DE CONSTRUCTII,15,11422894,BARDOLINE BASE ?INDRIL? SOLZI RO?U 3MP, 1     ,59.6
61,1,MATERIALE DE CONSTRUCTII,20,11491263,C?MIN PP BASIC 400X400X400 NEGRU, 1     ,54.9
62,1,MATERIALE DE CONSTRUCTII,15,11521545,COAMA FINALA ZSG-182, 1     ,11.9
63,1,MATERIALE DE CONSTRUCTII,30,11525626,METART DIBLU CUI METALIC 10 X 250 100BUC, 1     ,199
64,1,MATERIALE DE CONSTRUCTII,15,11557623,P CORNIER CALCAN SUPER ECO MARO 2M, 1     ,13.9
65,1,MATERIALE DE CONSTRUCTII,10,11571154,BANDA PERIMETRALA GRI 5X100MM 25ML, 1     ,9.99
66,1,MATERIALE DE CONSTRUCTII,10,11571161,BANDA PERIMETRALA GRI 10X100MM 25ML, 1     ,21.9
67,1,MATERIALE DE CONSTRUCTII,20,11579582,CAMIN APOMETRU PE D560MM H880 CAPAC PE, 1     ,399
68,1,MATERIALE DE CONSTRUCTII,15,11604201,WTB COT BURLAN NEGRU 88MM, 1     ,15.9
69,1,MATERIALE DE CONSTRUCTII,15,11604250,"WTB SURU. 4,8X35MM NEGRU RAL9005 250 BUC", 1     ,33.9
70,1,MATERIALE DE CONSTRUCTII,5,11622534,WIENERBERGER SISTEM COS FUM 16CM R 45GR., 1     ,2530
71,1,MATERIALE DE CONSTRUCTII,5,11622583,WIENERBERGER SISTEM COS FUM 20CM R 90GR., 1     ,2930
72,1,MATERIALE DE CONSTRUCTII,5,11710930,STÂLP P?TRAT 150X150X5MM 2M, 1     ,429
73,1,MATERIALE DE CONSTRUCTII,5,11738846,PLUG-IN EXTENSIE 3 INTRARI 90° 90X90MM, 1     ,59.9
74,1,MATERIALE DE CONSTRUCTII,25,11565456,KNAUF PRELUNGITOR TIJ? 100 BUC, 1     ,63.5
75,1,MATERIALE DE CONSTRUCTII,5,11300205,BCA 600X150X200MM NF 1MC  B, 2     ,360
76,1,MATERIALE DE CONSTRUCTII,15,10267593,PIES? CAP?T RO?IE CU LIPIRE, 2     ,5.9
77,1,MATERIALE DE CONSTRUCTII,15,10281222,BURLAN PVC MARO 80MM 3M, 2     ,26.6
78,1,MATERIALE DE CONSTRUCTII,25,10350655,DIBLU TURBOLET   200 BUC/CUT, 2     ,91.16
79,1,MATERIALE DE CONSTRUCTII,40,10367343,SCAR? ALUMINIU ECO 2X7, 2     ,229
80,1,MATERIALE DE CONSTRUCTII,15,10416224,"POLICARBONAT BRONZE 4MM 1UV 2,1M X 3M", 2     ,97.87
81,1,MATERIALE DE CONSTRUCTII,5,10421495,?EAV? P?TRAT? O?EL 40X40X2 MM 6M, 2     ,46.93
82,1,MATERIALE DE CONSTRUCTII,15,10421922,TABL? ZINCAT? PLAN? IMPORT 0.4MM*, 2     ,30.68
83,1,MATERIALE DE CONSTRUCTII,15,10421936,TABL? ZINCAT? PLAN? RO 0.35MM, 2     ,25.15
84,1,MATERIALE DE CONSTRUCTII,5,10447010,ANVELOP? EXTERIOAR?  STR220-T600, 2     ,21.7
85,1,MATERIALE DE CONSTRUCTII,99,10558954,COD SECURS R01, 2     ,1351.6
86,1,MATERIALE DE CONSTRUCTII,5,10584322,"ELEMENT ÎMBINARE 40X180X2,5MM", 2     ,3.75
87,1,MATERIALE DE CONSTRUCTII,5,10584406,PAPUC REAZEM DREAPTA 40X40X170X2MM, 2     ,2.95
88,1,MATERIALE DE CONSTRUCTII,5,10584553,VINCLU ÎMBINARE 70X15X2MM 4BUC, 2     ,3.49
89,1,MATERIALE DE CONSTRUCTII,5,10585274,CONECTOR GRIND? 63X140X2MM, 2     ,8.95
90,1,MATERIALE DE CONSTRUCTII,5,10585414,ÎMBINARE STANGA INTERIOR 50X100X40MM, 2     ,3.95
91,1,MATERIALE DE CONSTRUCTII,5,10585736,ELEMENT ÎMBINARE 40X60X2MM, 2     ,1.35
92,1,MATERIALE DE CONSTRUCTII,15,10665011,BR??AR? JGHEAB RO?U 125/87MM, 2     ,7.39
93,1,MATERIALE DE CONSTRUCTII,5,10686116,SCÂNDUR? R??INOASE MOLID 22X150X4000, 2     ,18.98
94,1,MATERIALE DE CONSTRUCTII,20,10704330,MUF? TRECERE TUB GOFRAT/TUB LIS D125/110, 2     ,25.5
95,1,MATERIALE DE CONSTRUCTII,20,10704505,RACORD T PENTRU TUB DRENAJ DN100, 2     ,12.95
96,1,MATERIALE DE CONSTRUCTII,20,10704512,DOP PENTRU TUB DRENAJ DN100, 2     ,3.45
97,1,MATERIALE DE CONSTRUCTII,40,10760645,BETONIER? ALTRAD AGRIMOTOR 155L, 2     ,946
98,1,MATERIALE DE CONSTRUCTII,30,10860066,POLISTIREN EXTRUDAT APLA 20MM 15MP, 2     ,118
99,1,MATERIALE DE CONSTRUCTII,25,10863181,"TECHNOGIPS H GIPSCARTON 12,5X1200X2600MM", 2     ,28.01
100,1,MATERIALE DE CONSTRUCTII,30,10906021,DIBLU CU PERCU?IE 6X40MM 100BUC, 2     ,6.49
101,1,MATERIALE DE CONSTRUCTII,98,11035185,*Profil perimetral L 3m_, 2     ,6.2
102,1,MATERIALE DE CONSTRUCTII,98,11037985,*OTEL BETON FI8_6M, 2     ,7.47
103,1,MATERIALE DE CONSTRUCTII,15,11267326,TABLA ZINCATA CUTATA W8 0.25X955X2000MM, 2     ,21.4
104,1,MATERIALE DE CONSTRUCTII,35,11276174,HERMESTICK TPS ROSU BAND? BITUM. 30CM, 2     ,153
105,1,MATERIALE DE CONSTRUCTII,15,11310845,COAMA FINALA ZSG-182 DJ, 2     ,11.4
106,1,MATERIALE DE CONSTRUCTII,10,11318965,PIETRI? 4-8 MM 25 KG BC, 2     ,7.45
107,1,MATERIALE DE CONSTRUCTII,15,11331194,COAM? TIGL? BREEZE MARO, 2     ,7.77
108,1,MATERIALE DE CONSTRUCTII,5,11385360,BUIANDRUG 3000X120X65MM, 2     ,62.9
109,1,MATERIALE DE CONSTRUCTII,5,11391632,SCANDUR? USCAT? NERIND. 22X110X3000MM, 2     ,11.9
110,1,MATERIALE DE CONSTRUCTII,30,11525591,METART DIBLU CUI METALIC 10 X 160 100BUC, 2     ,89.9
111,1,MATERIALE DE CONSTRUCTII,35,11525724,HIDROIZOLA?IE BICOMP. PLANISEAL 288 5KG, 2     ,84.7
112,1,MATERIALE DE CONSTRUCTII,15,11612251,SEMITIGLA LATERALA DREAPTA  PZD-997, 2     ,10.9
113,1,MATERIALE DE CONSTRUCTII,15,11612342,COAMA FINALA STANGA ZLS-184, 2     ,10.9
114,1,MATERIALE DE CONSTRUCTII,5,11622576,WIENERBERGER SISTEM COS FUM 20CM R 45GR., 2     ,2930
115,1,MATERIALE DE CONSTRUCTII,5,11738832,PLUG-IN COLT 2 INTRARI 90° 90X90MM, 2     ,46.9
116,1,MATERIALE DE CONSTRUCTII,35,10680425,MAPEBAND BAND? ÎMBINARE ROSTURI 50M, 2     ,305
117,1,MATERIALE DE CONSTRUCTII,5,10421614,CORNIER O?EL 25X25X2.5 MM, 3     ,22.83
118,1,MATERIALE DE CONSTRUCTII,30,10478272,PROFIL ALUMINU TERMOSISTEM 2000X80MM, 3     ,9.99
119,1,MATERIALE DE CONSTRUCTII,5,10584574,VINCLU ÎMBINARE 100X19X2MM 20BUC, 3     ,24.9
120,1,MATERIALE DE CONSTRUCTII,5,10686130,?IPC? R??INOASE MOLID 46X46X4000, 3     ,11.69
121,1,MATERIALE DE CONSTRUCTII,15,10737153,COL?AR INTERIOR/EXTERIOR ZINC 80MM, 3     ,22.31
122,1,MATERIALE DE CONSTRUCTII,15,10909920,CUIE CU GARNITUR? PVC VERDE 200 BUC, 3     ,32.62
123,1,MATERIALE DE CONSTRUCTII,15,10909976,COAMA DE CREAST? MARO 1.05M, 3     ,29.65
124,1,MATERIALE DE CONSTRUCTII,25,10937745,"GIPSCARTON TECHNOGIPS 12,5X600X2000MM", 3     ,10.44
125,1,MATERIALE DE CONSTRUCTII,5,11284280,BRIKSTON BKS 25 (375X250X238) TM, 3     ,8.19
126,1,MATERIALE DE CONSTRUCTII,30,11366103,ISOVER DOMO TWIN VAT? DE STICL?10/5CM9MP, 3     ,81.6
127,1,MATERIALE DE CONSTRUCTII,35,11405345,MEMBRANA CRAMPONATA 2.5X20M, 3     ,243
128,1,MATERIALE DE CONSTRUCTII,15,11504206,"VOPSEA DE RETU?, 20ML RAL 3011", 3     ,31
129,1,MATERIALE DE CONSTRUCTII,20,11519501,PIES? CAP?T PT. RIGOL? 90X90MM LN70 D50, 3     ,4.99
130,1,MATERIALE DE CONSTRUCTII,15,11521363,TIGLA LATERALA STANGA ZL-333, 3     ,11.5
131,1,MATERIALE DE CONSTRUCTII,20,11604950,CAMIN PP BASIC NEGRU 400X400X400MM, 3     ,69.9
132,1,MATERIALE DE CONSTRUCTII,15,11611880,P CORNIER MARGINE SUPER ECO ROSU 2M, 3     ,14.9
133,1,MATERIALE DE CONSTRUCTII,10,11713100,"AXTON ADITIV ANTI-ÎNGHE? -8°C 5,5KG", 3     ,43.9
134,1,MATERIALE DE CONSTRUCTII,5,11738881,PLUG-IN CAPAC SURUB M10 NEGRU 10 BUC., 3     ,5.89
135,1,MATERIALE DE CONSTRUCTII,20,10228183,C?MIN PT. APOMETRU CU CAPAC ECO ?550MM, 4     ,449
136,1,MATERIALE DE CONSTRUCTII,5,10584434,CONECTOR 45° 50X50X35MM, 4     ,2.95
137,1,MATERIALE DE CONSTRUCTII,5,10584525,VINCLU ÎMBINARE 50X15X2MM 4BUC, 4     ,2.15
138,1,MATERIALE DE CONSTRUCTII,5,10584581,VINCLU ÎMBINARE 100X20X2MM 4BUC, 4     ,6.49
139,1,MATERIALE DE CONSTRUCTII,5,10585141,"VINCLU ÎMBINARE 100X100X100X2,5MM", 4     ,6.75
140,1,MATERIALE DE CONSTRUCTII,5,10585561,COL?AR 80X80X16X1.5MM, 4     ,1.05
141,1,MATERIALE DE CONSTRUCTII,15,10664822,CÂRLIG MARO 125/87MM 210MM, 4     ,6.9
142,1,MATERIALE DE CONSTRUCTII,15,10664850,BR??AR? JGHEAB MARO 125/87MM, 4     ,7.49
143,1,MATERIALE DE CONSTRUCTII,15,10909934,CUIE CU GARNITUR? PVC RO?U 200 BUC, 4     ,32.6
144,1,MATERIALE DE CONSTRUCTII,40,10948434,"MINI SCHEL? 2,8M ÎM?L?IME", 4     ,299
145,1,MATERIALE DE CONSTRUCTII,15,11603914,WTB JGHEAB MARO INCHIS 125MM 2M, 4     ,25.9
146,1,MATERIALE DE CONSTRUCTII,15,11674201,"?ORT JGHEAB H12 STEJAR 0,4MM LD=156 2M", 4     ,31.9
147,1,MATERIALE DE CONSTRUCTII,5,11710902,STÂLP RECTANGULAR 100X80X3MM 2M, 4     ,169
148,1,MATERIALE DE CONSTRUCTII,15,10267530,RACORD JONC?IUNE RO?U CU LIPIRE, 5     ,5.97
149,1,MATERIALE DE CONSTRUCTII,40,10367364,SCAR? DIN ALUMINIU 2 TRONSOANE NORM 2X7, 5     ,299
150,1,MATERIALE DE CONSTRUCTII,5,10447003,ANVELOP? EXTERIOAR? STR180-T600, 5     ,14.5
151,1,MATERIALE DE CONSTRUCTII,5,10584476,VINCLU ÎMBINARE 25X14X2MM 4BUC, 5     ,1.79
152,1,MATERIALE DE CONSTRUCTII,15,10664962,COL?AR JGHEAB INTERIOR RO?U 125/87MM, 5     ,38.4
153,1,MATERIALE DE CONSTRUCTII,30,10666621,POLISTIREN EXTRUDAT NETED TOP 30 SF 50MM, 5     ,135
154,1,MATERIALE DE CONSTRUCTII,20,10704344,MUF? TRECERE TUB GOFRAT/TUB LIS D125/125, 5     ,25.5
155,1,MATERIALE DE CONSTRUCTII,20,10704435,MAN?ON PENTRU TUB DRENAJ DN100, 5     ,2.93
156,1,MATERIALE DE CONSTRUCTII,15,10846626,POLICARBONAT ALBASTRU 8X2010X3000MM, 5     ,369
157,1,MATERIALE DE CONSTRUCTII,15,10864084,TABL? ZINCAT? PLAN? RO 100GR 0.35MM 1X2M, 5     ,22.9
158,1,MATERIALE DE CONSTRUCTII,5,10932782,BRIKSTON BKS 30 (250X300X238) PH, 5     ,5.79
159,1,MATERIALE DE CONSTRUCTII,5,11385332,BUIANDRUG 2250X120X65MM, 5     ,47.4
160,1,MATERIALE DE CONSTRUCTII,20,11435543,TUB DRENAJ FLEXIBIL DN110 50M, 5     ,368
161,1,MATERIALE DE CONSTRUCTII,20,11519543,SET 2 PLACI CAPAT RIGOLA PP SPARK LN100, 5     ,16.9
162,1,MATERIALE DE CONSTRUCTII,5,11615254,DUROTHERM BLOC CERAM. LM 375X240X238MM E, 5     ,8.59
163,1,MATERIALE DE CONSTRUCTII,5,11672143,STÂLP P?TRAT 150X150X5MM 3M, 5     ,639
164,1,MATERIALE DE CONSTRUCTII,15,11711021,COAMA DE CAPAT MARO 2.8, 5     ,29.9
165,1,MATERIALE DE CONSTRUCTII,20,11714745,GRATAR OZ  A15 PENTRU CAMIN 400X400, 5     ,269
166,1,MATERIALE DE CONSTRUCTII,20,10283343,GRIL? C?MIN PLUVIAL 400X400MM, 6     ,34.21
167,1,MATERIALE DE CONSTRUCTII,15,10663415,"TABL? PLAN? RO?U LUCIOS 0,4X1250X2000MM", 6     ,55.8
168,1,MATERIALE DE CONSTRUCTII,15,10663625,?OR? RUPERE RO?U 250X2000MM, 6     ,20.1
169,1,MATERIALE DE CONSTRUCTII,40,10796884,SCAR? ALUMINIU ECO 3X5, 6     ,229
170,1,MATERIALE DE CONSTRUCTII,5,10931795,"PLAS? SUDAT? 3,5X100X100MM 2X5M", 6     ,69.9
171,1,MATERIALE DE CONSTRUCTII,25,10948273,PROFIL UD30/0.5 3M, 6     ,4.11
172,1,MATERIALE DE CONSTRUCTII,98,10965052,*Sort cornier de margine_RAL 3011 d156.5, 6     ,15.69
173,1,MATERIALE DE CONSTRUCTII,5,11300212,BCA 600X75X200MM BUC  B, 6     ,5.14
174,1,MATERIALE DE CONSTRUCTII,20,11491291,GR?TAR PP PT C?MIN 400X400 TIP E, 6     ,39.9
175,1,MATERIALE DE CONSTRUCTII,15,11503002,COL?AR INTERIOR ALB 150MM, 6     ,49.9
176,1,MATERIALE DE CONSTRUCTII,10,11713093,AXTON ADITIV ANTI-ÎNGHE? -8°C 1KG, 6     ,14.9
177,1,MATERIALE DE CONSTRUCTII,5,11484396,BCA 600X100X200MM NF 1MP PH, 7     ,41.6
178,1,MATERIALE DE CONSTRUCTII,20,10283371,SIFON TERAS? IES. VERTI 200X200MM ?110MM, 7     ,119
179,1,MATERIALE DE CONSTRUCTII,5,10585134,"VINCLU ÎMBINARE 90X90X65X2,5MM", 7     ,3.35
180,1,MATERIALE DE CONSTRUCTII,15,10663422,"TABL? PLAN? MARO LUCIOS 0,4X1250X2000MM", 7     ,55.8
181,1,MATERIALE DE CONSTRUCTII,15,10664570,BAND? ETAN?ARE COAM? 1100MM, 7     ,4.5
182,1,MATERIALE DE CONSTRUCTII,15,10737125,BURLAN ZINC 80MM 3M, 7     ,38.65
183,1,MATERIALE DE CONSTRUCTII,15,10846542,POLICARBONAT ALBASTRU 6X1050X2000MM, 7     ,109
184,1,MATERIALE DE CONSTRUCTII,20,11386396,PIESA CAPAT RIGOLA DN100 (CAPAT CAMIN), 7     ,8.89
185,1,MATERIALE DE CONSTRUCTII,5,11437755,CARAMIDA PORTANTA 375X240X238 E DJ, 7     ,7.19
186,1,MATERIALE DE CONSTRUCTII,15,11504213,"VOPSEA DE RETU?, 20ML RAL 3011 MAT", 7     ,31
187,1,MATERIALE DE CONSTRUCTII,15,11504220,"VOPSEA DE RETU?, 20ML RAL 7016", 7     ,31
188,1,MATERIALE DE CONSTRUCTII,20,11579561,CAMIN PLUVIAL VERT. 75/90/110/125MM A15, 7     ,20.9
189,1,MATERIALE DE CONSTRUCTII,15,11711042,COAMA DE CAPAT ROSU INCHIS 4.12, 7     ,29.9
190,1,MATERIALE DE CONSTRUCTII,15,11711056,COAMA RAMIFICATIE CU 3 IESIRI MARO 2.8, 7     ,49.9
191,1,MATERIALE DE CONSTRUCTII,20,10283392,SIFON TERAS? IES. ORIZ 200X200MM ?110MM, 8     ,129
192,1,MATERIALE DE CONSTRUCTII,30,10456222,ISOVER VARIO MEMBRAN? KM DUPLEX 60MP, 8     ,629
193,1,MATERIALE DE CONSTRUCTII,30,10478146,PROFIL PVC CU PICUR?TOR CU PLAS? 2500MM, 8     ,9.68
194,1,MATERIALE DE CONSTRUCTII,5,10584910,"VINCLU ÎMBINARE 40X40X200X2,0MM", 8     ,5.19
195,1,MATERIALE DE CONSTRUCTII,15,10662904,BURLAN RO?U 125/87MM 3M, 8     ,36.1
196,1,MATERIALE DE CONSTRUCTII,15,10737104,BR??AR? BURLAN ZINC 80MM, 8     ,8.9
197,1,MATERIALE DE CONSTRUCTII,20,10856153,FOSA SEPTICA BICAMERALA 1000 L, 8     ,1769
198,1,MATERIALE DE CONSTRUCTII,5,10932796,BRIKSTON BKS 25 (375X250X238) PH, 8     ,7.39
199,1,MATERIALE DE CONSTRUCTII,15,11504234,"VOPSEA DE RETU?, 20ML RAL 7016 MAT", 8     ,31.1
200,1,MATERIALE DE CONSTRUCTII,20,11579575,CAPAC PP PATRAT NEGRU GRADINA PL530 A15, 8     ,229
201,1,MATERIALE DE CONSTRUCTII,15,11612286,TIGLA DE AERISIRE  VT-PREMIUM KIKINDA, 8     ,12.9
202,1,MATERIALE DE CONSTRUCTII,15,11674180,COAM? H12 STEJAR LD=250MM 2M, 8     ,42.9
203,1,MATERIALE DE CONSTRUCTII,5,11738811,PLUG-IN COLT 3 INTRARI 90° 90X90MM, 8     ,59.9
204,1,MATERIALE DE CONSTRUCTII,5,10421523,?EAV? RECTANGULAR? O?EL 30X20X1.5 MM 6M, 9     ,23.22
205,1,MATERIALE DE CONSTRUCTII,5,10421572,?EAV? RECTANGULAR? O?EL 50X40X2 MM 6M, 9     ,53.22
206,1,MATERIALE DE CONSTRUCTII,5,10585372,"ELEMENT ÎMBINARE 90X200X2,5MM", 9     ,6.95
207,1,MATERIALE DE CONSTRUCTII,5,10585715,ELEMENT ÎMBINARE 100X35X3MM, 9     ,1.75
208,1,MATERIALE DE CONSTRUCTII,5,10585750,ELEMENT ÎMBINARE 40X100X2MM, 9     ,1.85
209,1,MATERIALE DE CONSTRUCTII,35,10659236,PEGASUS SPOT MEMBRANA DIFUZIE SPOT 30MP, 9     ,235
210,1,MATERIALE DE CONSTRUCTII,30,10760141,POLISTIREN EXPANDAT A50 50MM, 9     ,37.9
211,1,MATERIALE DE CONSTRUCTII,40,10796891,SCAR? ALUMINIU NORM 3X9, 9     ,649
212,1,MATERIALE DE CONSTRUCTII,25,10948245,PROFIL UA50/2 3M, 9     ,47.82
213,1,MATERIALE DE CONSTRUCTII,35,11405373,BAND? BUTILIC? 30M, 9     ,69.9
214,1,MATERIALE DE CONSTRUCTII,15,11422936,BARDOLINE TOP ?INDRIL? SOLZI RO?U 3MP, 9     ,63.9
215,1,MATERIALE DE CONSTRUCTII,15,11427430,RIVIERA DOLIE PERETE MAHON MAT 2M, 9     ,24.9
216,1,MATERIALE DE CONSTRUCTII,15,11502862,"COL. CORN. MARG. M.MAT 0,5MM LD=157MM 2M", 9     ,47.9
217,1,MATERIALE DE CONSTRUCTII,15,11504255,"VOPSEA DE RETU?, 20ML RAL 8017 MAT", 9     ,31.1
218,1,MATERIALE DE CONSTRUCTII,15,11509645,?IGL? BETON AERISIRE AVANTAJ RO?U, 9     ,21.9
219,1,MATERIALE DE CONSTRUCTII,30,11524121,ISOVER RIO ALU VATA STICLA 50MM 14.4MP, 9     ,134
220,1,MATERIALE DE CONSTRUCTII,25,11559646,"KNAUF PROFIL UW 0,6MM 75X4000MM", 9     ,26.9
221,1,MATERIALE DE CONSTRUCTII,15,11674194,"CORNIER MARG. H12 STEJAR 0,4MM LD=200 2M", 9     ,37.9
222,1,MATERIALE DE CONSTRUCTII,5,11710923,STÂLP P?TRAT 120X120X4MM 2M, 9     ,299
223,1,MATERIALE DE CONSTRUCTII,20,11714710,CAPAC OZ  A15 PENTRU CAMIN 300X300, 9     ,86.9
224,1,MATERIALE DE CONSTRUCTII,20,11714731,CAPAC OZ  A15 PENTRU CAMIN 550X550, 9     ,389
225,1,MATERIALE DE CONSTRUCTII,10,10478174,PROFIL O?EL ZINCAT PT. GLET 27X27X3000MM, 10     ,6.39
