Row_id,Raion,Denumire raion,Sub Raion,Nr articol,Denumire articol, Cantitate vanduta ,Pret de vanzare
7449,12,DECORATIUNI,15,11401880,?IN? PVC MARIA 47MM 1C 4M, 1     ,39
7450,12,DECORATIUNI,25,11404232,TAPET VINIL SUP NE?ESUT C?R?MID? GRI, 1     ,79
7451,12,DECORATIUNI,25,11404253,TAPET VINIL SUP NE?ESUT FLORI BEJ, 1     ,47
7452,12,DECORATIUNI,55,11408614,PAHAR PARFUMAT TURT? DULCE 80/73MM, 1     ,8.9
7453,12,DECORATIUNI,55,11408726,LUMÂNARE PILON ALB METALIC 130/68MM, 1     ,10.9
7454,12,DECORATIUNI,55,11408733,LUMÂNARE PILON IVOIRE METALIC 130/68MM, 1     ,10.9
7455,12,DECORATIUNI,55,11408740,LUMÂNARE PILON RO?U METALIC 130/68MM, 1     ,10.9
7456,12,DECORATIUNI,5,11412275,DRAPERIE TAFTA MOV 140X260CM, 1     ,24.9
7457,12,DECORATIUNI,5,11417252,DRAPERIE CASPER VERDE 140X245CM, 1     ,79
7458,12,DECORATIUNI,5,11417301,DRAPERIE MORINO BEJ 140X260CM, 1     ,75
7459,12,DECORATIUNI,5,11417322,DRAPERIE SAFFRON BEJ 140X260CM, 1     ,73
7460,12,DECORATIUNI,5,11417462,PERDEA VOAL LYNETTE CREM 400X245CM, 1     ,167
7461,12,DECORATIUNI,5,11431063,PERDEA VOAL NEW LOL GRI 600X260CM, 1     ,79
7462,12,DECORATIUNI,5,11431231,DRAPERIE LOOKS VERDE 140X245CM, 1     ,79
7463,12,DECORATIUNI,5,11431252,DRAPERIE LOOKS PORTOCALIE 140X245CM, 1     ,79
7464,12,DECORATIUNI,55,11431602,HÂRTIE AMBALAJ CADOURI DIV MODELE 70X200, 1     ,3.9
7465,12,DECORATIUNI,5,11432911,DRAPERIE ROSALIA GRI 140X260CM, 1     ,79.9
7466,12,DECORATIUNI,5,11438070,DRAPERIE DARK GRI 140X245CM, 1     ,160
7467,12,DECORATIUNI,5,11449641,DRAPERIE DAKAR 300X260CM GRI, 1     ,135
7468,12,DECORATIUNI,55,11457873,SET 18 LUMÂN?RI PASTILE RO?II 4 ORE, 1     ,9.95
7469,12,DECORATIUNI,55,11457936,PAHAR PARFUMAT GR?DIN? FRUNZE DE RO?IE, 1     ,12.9
7470,12,DECORATIUNI,35,11459035,CANVAS ZEN 1 20X20CM, 1     ,6.9
7471,12,DECORATIUNI,35,11459161,CANVAS CABIN? TELEFONIC? 30X30CM, 1     ,10.9
7472,12,DECORATIUNI,35,11459203,CANVAS FLOWER TEA 30X30CM SET 3BUC, 1     ,20
7473,12,DECORATIUNI,35,11459266,CANVAS CÂINI 30X90CM, 1     ,19
7474,12,DECORATIUNI,35,11459385,CANVAS BIG BEN 30X30CM, 1     ,10.9
7475,12,DECORATIUNI,35,11459455,CANVAS BARC? 30X30CM, 1     ,10.9
7476,12,DECORATIUNI,35,11459532,CANVAS DUBAI IN NIGHTFALL 30X90CM, 1     ,19
7477,12,DECORATIUNI,35,11459560,CANVAS PALMIERI 40X40CM, 1     ,12.5
7478,12,DECORATIUNI,35,11459616,CANVAS INIMI 40X40CM, 1     ,12.5
7479,12,DECORATIUNI,35,11459623,CANVAS STEA DE MARE 40X40CM, 1     ,12.5
7480,12,DECORATIUNI,35,11459630,CANVAS WORDS 40X40CM, 1     ,12.5
7481,12,DECORATIUNI,35,11459700,CANVAS CONDIMENTE 20X20CM, 1     ,6.9
7482,12,DECORATIUNI,25,11460960,TAPET VINIL EXP SUPORT HÂRTIE ROMAN ALB, 1     ,44.9
7483,12,DECORATIUNI,5,11468450,PERN? DECOR TOUR 40X40CM GRI-VERDE, 1     ,20
7484,12,DECORATIUNI,5,11468576,PERN? DECOR ERINN 45X45CM CREM-GRI, 1     ,25.6
7485,12,DECORATIUNI,25,11471873,TAPET NE?ESUT SUPRAF VINIL ROMBURI GRI, 1     ,60
7486,12,DECORATIUNI,55,11478061,SET 18 LUMÂN?RI PASTILE MANGO 4 ORE, 1     ,9.89
7487,12,DECORATIUNI,55,11504353,FA?? MAS? MO? CR?CIUN 140X180CM, 1     ,65
7488,12,DECORATIUNI,15,11504990,KIT DUBLU BALO D19/19 AUR ANTIC 2.4M, 1     ,188
7489,12,DECORATIUNI,15,11508553,KIT ?IN? ALUMINIU ALB 60MM 2C 2M, 1     ,65
7490,12,DECORATIUNI,15,11508595,C?L?RE? UNIVERSAL ?IN? ALUMINIU 50 BUC, 1     ,6.9
7491,12,DECORATIUNI,5,11521272,DRAPERIE NEW MANCHESTER RO?U 200X280CM, 1     ,119
7492,12,DECORATIUNI,25,11539864,TAPET AS VINIL SUPORT HÂRTIE FLORI MOV, 1     ,72
7493,12,DECORATIUNI,55,11543546,LUMÂNARE PARFUM PAHAR INIM? FLORI82/68MM, 1     ,9.99
7494,12,DECORATIUNI,55,11560941,P?TUR? FLAMINGO TURCOAZ 130X180CM, 1     ,32
7495,12,DECORATIUNI,55,11590726,MU?AMA CR?CIUN REN GRI/RO?U 1X1.40M, 1     ,15
7496,12,DECORATIUNI,45,11654202,GRINDA DECORATIVA 12X12CM 2M, 1     ,155
7497,12,DECORATIUNI,20,11706380,ROLETA TRANSLUCIDA BABY 80X170CM, 1     ,80
7498,12,DECORATIUNI,25,11744201,TAPET VINIL SUP NETESUT ROSE GOLD LEAF, 1     ,65
7499,12,DECORATIUNI,5,10191440,DRAPERIE SOFT IMPRIMAT VERDE 135CM, 1     ,14.7
7500,12,DECORATIUNI,5,11531016,MU?AMA NOSTALGIA 1.40M, 1     ,15.9
7501,12,DECORATIUNI,5,11516610,MU?AMA ANTIBACTERIAN? ROMANTIC 1.40M, 2     ,15.9
7502,12,DECORATIUNI,15,10048311,CAP?T ROMA BIL? PIORUNEK MARO-AURIU, 2     ,4.9
7503,12,DECORATIUNI,15,10048423,CAP?T ROMA RULLO ANTIQUE GOLD16MM, 2     ,6.9
7504,12,DECORATIUNI,20,10062073,JALUZEA AL EASY-FIX 25MM ALB 107X150CM, 2     ,52
7505,12,DECORATIUNI,20,10124625,KIT JALUZEA VERTICAL? MARO 200X240CM, 2     ,203
7506,12,DECORATIUNI,20,10124632,KIT JALUZEA VERTICAL? MARO 250X240CM, 2     ,240
7507,12,DECORATIUNI,15,10174990,"?IN? ,,U' CU ACCESORII INCLUSE 2M ALB?", 2     ,18.2
7508,12,DECORATIUNI,15,10175186,"?IN? ,,U' CU ACC INCL 1,6M STEJAR", 2     ,14.3
7509,12,DECORATIUNI,25,10510213,FOTOTAPET U?? KOMAR CAFE 92X220CM, 2     ,85
7510,12,DECORATIUNI,20,10540390,SUPORT CU AUTO-ÎNCHIDERE, 2     ,12.5
7511,12,DECORATIUNI,20,10540502,GREUTATE STORURI VERTICALE 89MM, 2     ,14.3
7512,12,DECORATIUNI,55,10593506,LUMÂNARE PARFUMAT? 70MM PAHAR-MAGNOLIE, 2     ,10.9
7513,12,DECORATIUNI,45,10728914,TAVAN POLISTIREN EXPAN CONSTAN?A ALB 7MM, 2     ,5.78
7514,12,DECORATIUNI,20,10735935,STOR ROMAN TAMISAN60/180CM, 2     ,34
7515,12,DECORATIUNI,20,10736173,STOR PLISAT TAUPE 42/150CM, 2     ,35
7516,12,DECORATIUNI,15,10771054,CONECTOR BARE 90GRADE SATIN NICKEL19MM, 2     ,12
7517,12,DECORATIUNI,15,10776906,GALERIE LEMN DUBL? ?IN? QUADR.MARO 200CM, 2     ,127
7518,12,DECORATIUNI,15,10785194,CAP?T BAR? ROTUND FINIAL TERIA CIRE?, 2     ,12
7519,12,DECORATIUNI,15,10785236,BAR? ?IN? TERIA MARO 160CM, 2     ,36
7520,12,DECORATIUNI,15,10785250,BAR? ?IN? TERIA MARO 200CM, 2     ,64.9
7521,12,DECORATIUNI,25,10816841,TAPET VINIL C?R?I MARO, 2     ,70
7522,12,DECORATIUNI,5,10895080,PERDEA VOAL IMPR LAYLA VERDE 140X245CM, 2     ,70
7523,12,DECORATIUNI,15,10898090,CAP?T BALL ANTIC BRASS SAMBA 1BUC, 2     ,14.5
7524,12,DECORATIUNI,20,10899756,ROLET? TRANSLUCID? 60X175CM VERDE, 2     ,21.9
7525,12,DECORATIUNI,25,10912251,STICKER VELUR PT. ÎNTRERUP?TOR-G?RG?RI??, 2     ,14.4
7526,12,DECORATIUNI,5,10912461,PERDEA TIP SPAGHETTI 90X240CM MOV, 2     ,25
7527,12,DECORATIUNI,20,10915681,"ROLET? TERMO 72,5X150 CREM", 2     ,49
7528,12,DECORATIUNI,5,10922800,PERDEA PAMELA 140X245CM CREM, 2     ,79
7529,12,DECORATIUNI,15,10930871,CAP?T PIAZZA 25MM EFECT INOX, 2     ,9.9
7530,12,DECORATIUNI,20,10934042,KIT JALUZEA VERTICAL C?R?MID? 250X160CM, 2     ,187
7531,12,DECORATIUNI,15,10939285,CAPAT SINA FLEX AL., 2     ,2.79
7532,12,DECORATIUNI,5,10940405,PERN? SCAUN BASICA ECRU 38X38X2.5CM, 2     ,14.9
7533,12,DECORATIUNI,25,10945585,TAPET VINIL MODERN SPECTRUM IVOIRE, 2     ,80
7534,12,DECORATIUNI,20,10947440,STOR ROMAN BAMBUS NATURAL 90X160CM, 2     ,29
7535,12,DECORATIUNI,55,10950352,CEAS DE PERETE LONDON BUS, 2     ,29
7536,12,DECORATIUNI,20,11293772,ROLET? TRANSLUCID? EASY 48X160 ORANJ, 2     ,32.9
7537,12,DECORATIUNI,20,11293835,ROLET? TRANSLUCID? EASY 80X160 ORANJ, 2     ,47.9
7538,12,DECORATIUNI,20,11294563,ROLET? TRANSLUCID? EASY 68X160 ALBASTRU, 2     ,41.9
7539,12,DECORATIUNI,20,11294584,ROLET? TRANSLUCID? EASY 80X160 ALBASTRU, 2     ,47.9
7540,12,DECORATIUNI,20,11308941,ROLET? OPAC? STANDARD 160X175 BEJ, 2     ,105
7541,12,DECORATIUNI,20,11308962,ROLET? OPAC? STANDARD 180X175 IVOIRE, 2     ,114
7542,12,DECORATIUNI,20,11309165,ROLET? OPAC? EASY 48X160 NEGRU, 2     ,42.9
7543,12,DECORATIUNI,20,11309256,ROLET? OPAC? EASY 110X160 NEGRU, 2     ,74.9
7544,12,DECORATIUNI,20,11309522,ROLET? OPAC? EASY 68X220 MARO, 2     ,71
7545,12,DECORATIUNI,20,11309732,ROLET? OPAC? EASY 62X160 GRI, 2     ,58
7546,12,DECORATIUNI,20,11309823,ROLET? OPAC? EASY 43X160 IVOIRE, 2     ,45
7547,12,DECORATIUNI,20,11309865,ROLET? OPAC? EASY 62X160 IVOIRE, 2     ,58
7548,12,DECORATIUNI,20,11309914,ROLET? OPAC? EASY 100X160 IVOIRE, 2     ,75
7549,12,DECORATIUNI,45,11322283,TAVAN POLISTIREN EXTRUDAT 3D AG 4MM, 2     ,29.9
7550,12,DECORATIUNI,5,11328751,DRAPERIE AUGUST GRI ÎNCHIS 140X260CM, 2     ,59
7551,12,DECORATIUNI,5,11333175,MU?AMA PICNIC CAROURI RO?IE 150X180CM, 2     ,12.9
7552,12,DECORATIUNI,5,11333203,MU?AMA PICNIC TRANDAFIRI 150X180CM, 2     ,12.9
7553,12,DECORATIUNI,5,11339713,PERDEA FREYA 300X245CM ROZ, 2     ,131
7554,12,DECORATIUNI,15,11358256,SET ACC ?IN? PVC MARIA 47MM 1C 2.5M, 2     ,9.85
7555,12,DECORATIUNI,25,11373285,FOTOTAPET MALDIVE 388X270CM, 2     ,239
7556,12,DECORATIUNI,25,11373341,FOTOTAPET ORHIDEE 180X127CM, 2     ,125
7557,12,DECORATIUNI,25,11394110,TAPET VINIL SUPORT NE?ESUT PARCHET GRI, 2     ,45
7558,12,DECORATIUNI,25,11404190,TAPET VINIL SUP NE?ESUT ELEGANCE BEJ, 2     ,47
7559,12,DECORATIUNI,55,11408705,LUMÂNARE PILON IVOIRE RUSTIC 130/68MM, 2     ,10.9
7560,12,DECORATIUNI,5,11417315,DRAPERIE MORINO MARO 140X260CM, 2     ,69
7561,12,DECORATIUNI,5,11431266,DRAPERIE LOOKS COFFEE 140X245CM, 2     ,79
7562,12,DECORATIUNI,5,11431280,DRAPERIE SHINY VELVET TRENCH5 200X260CM, 2     ,119
7563,12,DECORATIUNI,5,11449760,DRAPERIE ARCADE 140X245CM GRI, 2     ,81
7564,12,DECORATIUNI,55,11457831,PAHAR PARFUMAT HOLIDAY HILLS 97/91MM, 2     ,19.9
7565,12,DECORATIUNI,55,11457845,PAHAR PARFUMAT HOLIDAY CARIBBEAN 97/91MM, 2     ,19.9
7566,12,DECORATIUNI,35,11459371,CANVAS CAL 40X40CM, 2     ,12.5
7567,12,DECORATIUNI,35,11459504,CANVAS CONDIMENTE 3 30X30CM, 2     ,10.9
7568,12,DECORATIUNI,35,11459553,CANVAS NIGHTFALL 40X40CM, 2     ,12.5
7569,12,DECORATIUNI,35,11459602,CANVAS LAVAND? 30X30CM SET 3BUC, 2     ,20
7570,12,DECORATIUNI,25,11461065,TAPET VINIL SUP NE?ES TRIUNGHIURI CUPRU, 2     ,79
7571,12,DECORATIUNI,5,11468422,PERN? DECOR COLIN 35X35CM VERDE, 2     ,16.9
7572,12,DECORATIUNI,5,11468513,PERN? DECOR FLORETTE 40X40CM MARO, 2     ,20
7573,12,DECORATIUNI,5,11468583,PERN? DECOR JENNIFER 45X45CM MARO, 2     ,25
7574,12,DECORATIUNI,15,11508371,INEL LEMN WENGE 28MM+CLIPS PLASTIC 10BUC, 2     ,7.9
7575,12,DECORATIUNI,15,11508441,CLIPS PLASTIC INELE LEMN WENGE 10BUC, 2     ,5.9
7576,12,DECORATIUNI,55,11590761,MU?AMA CR?CIUN STELE RO?U/AURIU 1X1.40M, 2     ,15
7577,12,DECORATIUNI,20,10030153,JALUZEA AL 25MM CREM 80X170CM, 3     ,60
7578,12,DECORATIUNI,20,10030244,JALUZEA AL 25MM RO?U 50X170CM, 3     ,39
7579,12,DECORATIUNI,20,10124394,KIT JALUZEA VERTICAL? CREM 300X160CM, 3     ,216
7580,12,DECORATIUNI,15,10175081,"?IN? ,,U' CU ACCESORII INCLUSE 3M FAG", 3     ,26
7581,12,DECORATIUNI,20,10540341,UMERA? PENTRU BENZI VERTICALE 89MM X5, 3     ,12.5
7582,12,DECORATIUNI,20,10540460,FIXARE INVIZIBIL? ALUMINIU, 3     ,10
7583,12,DECORATIUNI,5,10654826,PERD POLIESTER BIBLIOTEC? 150X240CM GRI, 3     ,115.16
7584,12,DECORATIUNI,20,10735606,?IN? GHIDAJ ADEZIV? ROLET? 220CM, 3     ,37.5
7585,12,DECORATIUNI,20,10735942,STOR ROMAN TAMISAN70/180CM, 3     ,39
7586,12,DECORATIUNI,20,10739421,?IN? GHIDAJ ADEZIV? ROLET? 150CM, 3     ,28
7587,12,DECORATIUNI,15,10771152,CÂRLIGE PLASTIC FAG 28MM 20BUC, 3     ,5.9
7588,12,DECORATIUNI,5,10854893,PERDEA BKT CIRE?E 300X160CM, 3     ,155
7589,12,DECORATIUNI,5,10856692,PERDEA NY TAXI 8BRIDE PRINTATA 140X245, 3     ,49
7590,12,DECORATIUNI,5,10895220,DRAPERIE JAQUARD FEDORA BORDO 140X260CM, 3     ,119
7591,12,DECORATIUNI,15,10898335,BAR? DE LEG?TUR? LEMN NATUR 8MM/5CM, 3     ,2.99
7592,12,DECORATIUNI,25,10912244,STICKER VELUR PT. ÎNTRERUP?TOR-MELC, 3     ,14.4
7593,12,DECORATIUNI,20,10915723,"ROLET? TERMO 72,5X150 MARO", 3     ,49
7594,12,DECORATIUNI,15,10939313,SUPORT SIMPLU  CLICK TAVAN SINA FLEX AL., 3     ,13.4
7595,12,DECORATIUNI,20,11293394,ROLET? TRANSLUCID? EASY 83X220 ALB, 3     ,65
7596,12,DECORATIUNI,20,11293541,ROLET? TRANSLUCID? STANDARD 160X220IVOIR, 3     ,91
7597,12,DECORATIUNI,20,11293786,ROLET? TRANSLUCID? EASY 52X160 ORANJ, 3     ,34.9
7598,12,DECORATIUNI,20,11293821,ROLET? TRANSLUCID? EASY 73X160 ORANJ, 3     ,49.9
7599,12,DECORATIUNI,20,11294535,ROLET? TRANSLUCID? EASY 52X160 ALBASTRU, 3     ,34.9
7600,12,DECORATIUNI,20,11294626,ROLET? TRANSLUCID? EASY 68X220 ALBASTRU, 3     ,49.9
7601,12,DECORATIUNI,20,11308822,ROLET? OPAC? EASY 52X160 BEJ, 3     ,51
7602,12,DECORATIUNI,20,11309312,ROLET? OPAC? EASY 57X160 MARO, 3     ,53
7603,12,DECORATIUNI,20,11309543,ROLET? OPAC? STANDARD 160X175 MARO, 3     ,105
7604,12,DECORATIUNI,20,11309606,ROLET? OPAC? EASY 62X160 VERDE, 3     ,52.9
7605,12,DECORATIUNI,20,11309725,ROLET? OPAC? EASY 57X160 GRI, 3     ,53
7606,12,DECORATIUNI,20,11309900,ROLET? OPAC? EASY 90X160 IVOIRE, 3     ,71
7607,12,DECORATIUNI,5,11312784,PERN? DECOR VICTOR 46X46 INDIGO, 3     ,15.5
7608,12,DECORATIUNI,15,11317453,SUPORT ?IN? U CIRE? 2 BUC, 3     ,1.9
7609,12,DECORATIUNI,45,11322234,TAVAN POLISTIREN EXTRUDAT NEGRU/GRI 4MM, 3     ,29.9
7610,12,DECORATIUNI,5,11333091,MU?AMA TRANSPARENT? 1.30M, 3     ,6.85
7611,12,DECORATIUNI,15,11358116,MASC? NUC EASY FIX ?IN? PVC MARIA 2.5M, 3     ,19.8
7612,12,DECORATIUNI,25,11373362,FOTOTAPET C?R?MID? 368X254CM, 3     ,249
7613,12,DECORATIUNI,55,11383722,CEAS BUC?T?RIE CEA?C? CAFEA MARO, 3     ,39.9
7614,12,DECORATIUNI,25,11393214,TAPET AS VINIL SUP HÂRTIE FRUNZE NEGRE, 3     ,69
7615,12,DECORATIUNI,5,11417665,PERDEA VERDON LEV?N?IC? VIOLET 140X245CM, 3     ,60
7616,12,DECORATIUNI,5,11449704,PERDEA DESIRE 400X260CM CREM, 3     ,199
7617,12,DECORATIUNI,35,11459252,CANVAS COUNTRY BROOK 30X30CM, 3     ,10.9
7618,12,DECORATIUNI,25,11461016,TAPET VINIL SUP NE?ESUT JARDIN CLAS BEJ, 3     ,69
7619,12,DECORATIUNI,25,11461072,TAPET VINIL SUP NE?ES ABSTRACT ROZ SOMON, 3     ,69
7620,12,DECORATIUNI,25,11461100,TAPET VINIL SUPORT NE?ESUT BASIC UNI MOV, 3     ,64.9
7621,12,DECORATIUNI,5,11468555,PERN? DECOR NYDIA 45X45CM BEJ, 3     ,25
7622,12,DECORATIUNI,55,11504332,FA?? MAS? MO? CR?CIUN 85X85CM, 3     ,22
7623,12,DECORATIUNI,15,11504983,KIT DUBLU BALO D19/19 AUR ANTIC 2M, 3     ,159
7624,12,DECORATIUNI,25,11539892,TAPET AS VINIL SUP NE? GEOMETRIC BLEU, 3     ,79
7625,12,DECORATIUNI,55,11546150,SET 30 LUMÂN?RI PASTILE LAVAND?, 3     ,17
7626,12,DECORATIUNI,40,11729753,OGLINDA RAMA LEMN CORA GRI 30X30CM, 3     ,89
7627,12,DECORATIUNI,25,11736676,PANEL MOLLIS R91 GRI 30X30CM SET 2BUC, 3     ,83
7628,12,DECORATIUNI,25,11753630,TAPET HARTIE DECOR CARAMIDA HORIZONS, 3     ,55
7629,12,DECORATIUNI,25,11753651,TAPET VINIL SUP NETESUT GEOMETRIC ALBAS., 3     ,69
7630,12,DECORATIUNI,25,11756094,TAPET VINIL SUPORT HARTIE DAMASK ROZ, 3     ,79
7631,12,DECORATIUNI,5,11758292,PERDEA PLANO 300X260CM FILDES, 3     ,199
7632,12,DECORATIUNI,5,11516603,MU?AMA TEA 1.40M, 4     ,15.9
7633,12,DECORATIUNI,20,10030251,JALUZEA AL 25MM RO?U 60X170CM, 4     ,53
7634,12,DECORATIUNI,20,10062066,JALUZEA AL EASY-FIX 25MM ALB 87X150CM, 4     ,39.9
7635,12,DECORATIUNI,20,10062094,JALUZEA AL EASY-FIX 25MM CIOCO 42X150CM, 4     ,29
7636,12,DECORATIUNI,20,10062136,JALUZEA AL EASY-FIX 25MM CIOCO 87X150CM, 4     ,39.9
7637,12,DECORATIUNI,20,10062150,JALUZEA AL EASY-FIX 25MM GRI 37X150CM, 4     ,38.5
7638,12,DECORATIUNI,20,10736166,STOR PLISAT ALB 97/150CM, 4     ,65
7639,12,DECORATIUNI,5,10754961,PERN? TAXI 40X40CM RO?U, 4     ,11
7640,12,DECORATIUNI,15,10769570,KIT LEMN SIMPLU FAG 3.0M 28MM, 4     ,51.9
7641,12,DECORATIUNI,15,10771173,CÂRLIGE PLASTIC STEJAR 28MM 20BUC, 4     ,5.9
7642,12,DECORATIUNI,15,10777123,CÂRLIGE METALICE FERRARA 10BUC, 4     ,11.9
7643,12,DECORATIUNI,25,10837512,FOTOTAPET PURE 368X254CM, 4     ,239
7644,12,DECORATIUNI,5,10857336,PERN? SILK 40X40CM BEJ, 4     ,11.5
7645,12,DECORATIUNI,20,10915436,"ROLET? TERMO 42,5X150 BEJ", 4     ,39
7646,12,DECORATIUNI,20,10915506,ROLET? TERMO 57X150 CREM, 4     ,45
7647,12,DECORATIUNI,20,10915520,ROLET? TERMO 57X150 ORANGE, 4     ,45
7648,12,DECORATIUNI,20,10915765,ROLET? TERMO 80X150 ORANGE, 4     ,59
7649,12,DECORATIUNI,20,10930136,JALUZEA LEMN INSPIRE 27MM 50X155CM BEJ, 4     ,69
7650,12,DECORATIUNI,5,10951864,PRINDERE CU CIUCURE MARO 63CM, 4     ,7.9
7651,12,DECORATIUNI,20,11293275,ROLET? TRANSLUCID? EASY 43X160 ALB, 4     ,35
7652,12,DECORATIUNI,20,11293345,ROLET? TRANSLUCID? EASY 80X160 ALB, 4     ,53
7653,12,DECORATIUNI,20,11293562,ROLET? TRANSLUCID? STANDARD 200X220IVOIR, 4     ,114
7654,12,DECORATIUNI,20,11308801,ROLET? OPAC? EASY 43X160 BEJ, 4     ,45
7655,12,DECORATIUNI,20,11308836,ROLET? OPAC? EASY 57X160 BEJ, 4     ,53
7656,12,DECORATIUNI,20,11308906,ROLET? OPAC? EASY 110X160 BEJ, 4     ,80
7657,12,DECORATIUNI,20,11308990,ROLET? OPAC? EASY 52X160 ALB, 4     ,51
7658,12,DECORATIUNI,20,11309592,ROLET? OPAC? EASY 57X160 VERDE, 4     ,47.9
7659,12,DECORATIUNI,30,11334120,FOLIE ANTIBACTERIAN? 50X35CM, 4     ,19.9
7660,12,DECORATIUNI,5,11334645,PRINDERE CU CIUCURE PORTOCALIU 50CM, 4     ,9.9
7661,12,DECORATIUNI,55,11365844,LUMÂNARE SUPORT STICL? VANILIE, 4     ,25
7662,12,DECORATIUNI,25,11378122,TAPET VINIL SUPORT NE?ESUT FLORI ROZ, 4     ,60
7663,12,DECORATIUNI,5,11393921,PERN? DECOR ALLEY ECRU 40X40CM, 4     ,25
7664,12,DECORATIUNI,25,11404344,TAPET VINIL SUP NE?ESUT DUNGI MARO, 4     ,47
7665,12,DECORATIUNI,5,11417455,PERDEA CONSTANZA ECRU 400X245CM, 4     ,179
7666,12,DECORATIUNI,5,11431112,PERDEA VOAL ABBY MENT? 140X260CM, 4     ,49
7667,12,DECORATIUNI,5,11449655,DRAPERIE ARCADE 140X245CM ALBASTR?, 4     ,80
7668,12,DECORATIUNI,55,11457964,PAHAR PARFUMAT GR?DIN? RO?U 94/91MM, 4     ,7.5
7669,12,DECORATIUNI,35,11459105,CANVAS LUMÂN?RI 20X20CM, 4     ,6.9
7670,12,DECORATIUNI,5,11468492,PERN? DECOR FEDORA 40X40CM CREM, 4     ,20
7671,12,DECORATIUNI,55,11478026,LUMÂNARE PARFUMAT? PAHAR MANGO 80/70MM, 4     ,10.9
7672,12,DECORATIUNI,15,11508546,KIT ?IN? ALUMINIU ALB 60MM 2C 1.5M, 4     ,49
7673,12,DECORATIUNI,25,11539850,TAPET AS VINIL SUP NE?ESUT ROMBURI CREM, 4     ,79
7674,12,DECORATIUNI,5,11575592,PERN? DECOR DURANTE ARGINTIU 30X50CM, 4     ,20
7675,12,DECORATIUNI,45,11654230,CHINGA IMITATIE FIER 19CM, 4     ,38.9
7676,12,DECORATIUNI,25,11753644,TAPET VINIL SUP NETESUT GEOMETRIC CREM, 4     ,69
7677,12,DECORATIUNI,25,11755163,TAPET VINIL SUPORT NETESUT LUIZ ALB, 4     ,55
7678,12,DECORATIUNI,5,11758285,PERDEA LAUREL 300X245CM CREM, 4     ,190
7679,12,DECORATIUNI,20,10124646,KIT JALUZEA VERTICAL? MARO 300X240CM, 5     ,274
7680,12,DECORATIUNI,15,10172183,"?IN? ,,U' CU ACC INCL 3M WENGE", 5     ,26
7681,12,DECORATIUNI,20,10540362,CONTRAGREUTATE, 5     ,14.3
7682,12,DECORATIUNI,20,10540495,ACCESORIU T?IAT LAMELE, 5     ,19.1
7683,12,DECORATIUNI,55,10594276,SET 18 LUMÂN?RI PASTILE MAGNOLIE 4ORE, 5     ,9.89
7684,12,DECORATIUNI,20,10736222,STOR PLISAT TAUPE 97/150CM, 5     ,65
7685,12,DECORATIUNI,15,10776920,GALERIE LEMN DUBL? ?IN? QUADR.MARO 240CM, 5     ,149
7686,12,DECORATIUNI,5,10857343,PERN? SILK 40X40CM MARO, 5     ,14.3
7687,12,DECORATIUNI,55,10901121,SUPORT LUMÂNARE, 5     ,7.89
7688,12,DECORATIUNI,20,10907526,JALUZEA PVC 25MM ALB? 100X155CM, 5     ,31
7689,12,DECORATIUNI,20,10915660,ROLET? TERMO 68X215 MARO, 5     ,65
7690,12,DECORATIUNI,20,10915730,ROLET? TERMO 80X150 BEJ, 5     ,59
7691,12,DECORATIUNI,98,11258142,"*BORDURA LEMN 4,6X30X200CM_", 5     ,23.59
7692,12,DECORATIUNI,20,11293282,ROLET? TRANSLUCID? EASY 48X160 ALB, 5     ,38
7693,12,DECORATIUNI,20,11293555,ROLET? TRANSLUCID? STANDARD 180X220IVOIR, 5     ,100
7694,12,DECORATIUNI,20,11294521,ROLET? TRANSLUCID? EASY 48X160 ALBASTRU, 5     ,32.9
7695,12,DECORATIUNI,20,11308913,ROLET? OPAC? EASY 120X160 BEJ, 5     ,85
7696,12,DECORATIUNI,20,11308976,ROLET? OPAC? EASY 43X160 ALB, 5     ,45
7697,12,DECORATIUNI,20,11309060,ROLET? OPAC? EASY 100X160 ALB, 5     ,75
7698,12,DECORATIUNI,20,11309340,ROLET? OPAC? EASY 73X160 RO?U, 5     ,63
7699,12,DECORATIUNI,20,11309550,ROLET? OPAC? STANDARD 180X175 MARO, 5     ,114
7700,12,DECORATIUNI,20,11309872,ROLET? OPAC? EASY 68X160 IVOIRE, 5     ,61
7701,12,DECORATIUNI,15,11357934,MASC? STEJAR ?IN? PVC EVA 50MM 2.5M, 5     ,14.9
7702,12,DECORATIUNI,15,11358102,MASC? STEJ EASY FIX ?IN? PVC MARIA 2.5M, 5     ,19.8
7703,12,DECORATIUNI,5,11361952,PERDEA BOURTAGNE CREM 140X245CM, 5     ,85
7704,12,DECORATIUNI,25,11373376,FOTOTAPET THAI PIER 368X254CM, 5     ,219
7705,12,DECORATIUNI,5,11383785,PERDEA BUC?T?RIE 45X150CM FLORI LAVAND?, 5     ,31
7706,12,DECORATIUNI,35,11388335,CANVAS SEXY BACK 80X120CM, 5     ,230
7707,12,DECORATIUNI,5,11393893,PERN? DECOR PASOS ALB-NEGRU 40X40CM, 5     ,19.5
7708,12,DECORATIUNI,5,11393935,PERN? DECOR RASTRO BEJ 40X40CM, 5     ,25
7709,12,DECORATIUNI,5,11417434,PERDEA VOAL PERAL CREM 300X245CM, 5     ,175
7710,12,DECORATIUNI,5,11431091,PERDEA VOAL ABBY ECRU 600X245CM, 5     ,79
